736802.98885,0.01138 -0.00182 1.00277 -0.09258 0.36805 0.30943 
736802.988851,0.01053 -0.00280 1.00485 -0.76331 0.24610 0.43138 
736802.988851,0.01590 0.00220 1.00253 -0.45843 -0.54658 0.12650 
736802.988852,0.01236 -0.00048 1.00485 -0.33648 0.00220 -0.42228 
736802.988853,0.00796 -0.00036 0.99825 -0.70233 -0.36366 0.24845 
736802.988853,0.01175 -0.00280 1.00228 -0.58038 0.12415 -0.05643 
736802.988854,0.01187 0.00135 1.00082 0.21230 -0.05878 0.43138 
736802.988855,0.01517 -0.00036 1.00521 -0.64136 0.12415 0.30943 
736802.988855,0.01053 0.00025 1.00643 -0.51940 0.12415 -0.05643 
736802.988856,0.01004 0.00001 1.00595 -0.58038 0.00220 0.24845 
736802.988856,0.01236 0.00172 1.00070 -0.39745 -0.11975 -0.17838 
736802.988857,0.01211 0.00074 1.00253 -0.33648 -0.05878 -0.11740 
736802.988858,0.01297 -0.00243 1.00741 -0.82428 -0.18073 0.12650 
736802.988858,0.01285 -0.00280 1.00509 -0.39745 -0.66853 -0.11740 
736802.988859,0.01102 -0.00012 1.00497 -0.33648 -0.11975 -0.42228 
736802.98886,0.01236 0.00123 1.00302 -0.45843 0.24610 -0.05643 
736802.98886,0.01102 -0.00097 1.00216 -0.64136 0.18513 -0.23935 
736802.988861,0.01211 0.00111 1.00631 -1.12916 0.18513 -0.42228 
736802.988862,0.01309 0.00220 1.00595 -0.33648 0.55098 0.18748 
736802.988862,0.01138 0.00208 1.00253 -0.58038 0.24610 -0.36130 
736802.988863,0.01260 -0.00243 1.00802 -0.39745 -0.11975 -0.23935 
736802.988863,0.01102 0.00013 0.99972 -0.70233 -0.36366 0.85821 
736802.988864,0.01260 0.00001 1.00411 -0.27550 -0.05878 0.12650 
736802.988865,0.01175 -0.00109 1.00326 -0.64136 -0.60756 -0.30033 
736802.988865,0.01187 -0.00219 1.00131 -0.39745 -0.11975 0.00455 
736802.988866,0.01358 0.00074 1.00558 -0.51940 -0.24170 -0.17838 
736802.988867,0.01358 0.00184 1.00436 -0.70233 -0.42463 0.24845 
736802.988867,0.01407 0.00403 1.00643 -0.58038 0.30708 0.24845 
736802.988868,0.01163 -0.00085 1.00277 -0.09258 0.73391 -0.23935 
736802.988869,0.01077 -0.00231 1.00131 -0.94623 -0.48561 0.24845 
736802.988869,0.01321 0.00172 1.00448 -0.51940 0.06317 -0.05643 
736802.98887,0.01443 0.00013 1.00302 -0.21453 -0.11975 -0.17838 
736802.98887,0.01260 -0.00158 1.00924 -0.64136 -0.66853 0.00455 
736802.988871,0.01273 0.00172 1.00167 -0.76331 -0.05878 -0.42228 
736802.988872,0.01077 0.00452 1.00790 -1.25111 -0.48561 0.00455 
736802.988872,0.01431 0.00135 1.00643 -0.88526 -0.30268 -0.42228 
736802.988873,0.01224 -0.00073 1.00485 -0.88526 0.06317 0.06553 
736802.988874,0.01199 0.00098 1.00057 -0.21453 -0.18073 -0.17838 
736802.988874,0.01053 -0.00109 1.00399 -0.39745 -0.18073 -0.05643 
736802.988875,0.01163 -0.00390 1.00558 -0.03160 0.00220 0.24845 
736802.988876,0.01273 0.00098 1.00314 -0.51940 -0.05878 -0.05643 
736802.988876,0.01285 -0.00073 1.00436 -0.45843 0.00220 -0.11740 
736802.988877,0.01175 -0.00048 1.00179 -0.76331 -0.30268 -0.30033 
736802.988877,0.01004 -0.00085 1.00363 -0.58038 0.42903 0.06553 
736802.988878,0.01370 -0.00195 1.00338 -0.03160 -0.05878 -0.17838 
736802.988879,0.01431 -0.00036 1.00228 -0.70233 0.06317 -0.48326 
736802.988879,0.01138 0.00001 1.00472 -0.58038 -0.11975 0.00455 
736802.98888,0.01138 0.00086 1.00424 -0.70233 -0.11975 0.18748 
736802.988881,0.01309 0.00208 1.00472 -0.39745 0.36805 -0.54423 
736802.988881,0.01358 0.00184 1.00643 -0.45843 -0.05878 -0.17838 
736802.988882,0.01114 -0.00048 1.00143 -0.82428 -0.42463 0.06553 
736802.988883,0.01578 -0.01769 0.96591 -6.37306 -1.64414 0.06553 
736802.988883,0.00857 0.01148 1.00729 -1.25111 -0.48561 -0.66618 
736802.988884,0.00833 0.00843 1.02780 0.88303 0.79488 -0.84911 
736802.988885,0.01053 0.00379 1.03109 -0.21453 0.67293 -0.17838 
736802.988885,0.01321 0.00147 1.01559 0.15133 0.42903 -0.11740 
736802.988886,0.01187 0.00513 1.01840 -0.33648 0.06317 0.49235 
736802.988886,0.01199 0.00233 1.00888 -0.51940 -0.11975 0.18748 
736802.988887,0.01211 -0.00219 1.00375 -0.82428 -0.18073 0.49235 
736802.988888,0.01346 0.00001 1.00131 -0.58038 0.36805 0.18748 
736802.988888,0.01334 -0.00463 1.00155 -0.64136 0.73391 0.06553 
736802.988889,0.01224 0.00098 0.99935 -0.82428 0.06317 0.00455 
736802.988889,0.01114 -0.00207 0.99240 -0.64136 0.06317 0.37040 
736802.98889,0.01297 -0.00121 1.00167 -0.58038 -0.18073 -0.11740 
736802.988891,0.01126 -0.00182 1.00472 -0.15355 -0.30268 0.24845 
736802.988891,0.01248 -0.00073 1.00668 -0.45843 -0.42463 -0.48326 
736802.988892,0.01163 -0.00402 1.00912 -0.03160 0.00220 0.00455 
736802.988893,0.01456 0.00062 1.01071 0.33425 0.18513 -0.11740 
736802.988893,0.01236 -0.00012 1.00485 -0.51940 0.61195 -0.05643 
736802.988894,0.01053 -0.00048 1.00533 -0.09258 -0.36366 0.37040 
736802.988894,0.01224 0.00184 1.00582 0.15133 -0.24170 0.43138 
736802.988895,0.01419 -0.00085 1.00399 -0.27550 0.06317 -0.11740 
736802.988896,0.01114 -0.00305 1.00460 -0.64136 0.24610 0.12650 
736802.988896,0.01102 0.00025 1.00033 -0.70233 -0.11975 0.43138 
736802.988897,0.00943 -0.00012 1.00192 -0.45843 -0.30268 0.30943 
736802.988898,0.01260 0.00123 1.00509 -0.21453 -0.05878 -0.60521 
736802.988898,0.00955 -0.00060 1.00192 -0.15355 0.42903 -0.17838 
736802.988899,0.01309 0.00049 1.00338 -0.58038 0.24610 -0.05643 
736802.9889,0.01309 0.00001 1.00436 -0.76331 0.12415 -0.11740 
736802.9889,0.01211 0.00025 1.00509 -0.39745 -0.18073 0.43138 
736802.988901,0.01321 -0.00048 1.00375 -0.33648 0.55098 -0.23935 
736802.988901,0.01334 -0.00158 1.00460 -0.09258 -0.05878 0.12650 
736802.988902,0.01065 0.00086 1.00387 -0.94623 0.12415 -0.05643 
736802.988903,0.01175 -0.00207 1.00253 -0.51940 -0.24170 0.37040 
736802.988903,0.01102 0.00098 1.00411 -0.70233 0.24610 0.18748 
736802.988904,0.01187 -0.00109 1.00460 -0.51940 0.18513 -0.30033 
736802.988905,0.00967 -0.00036 1.00558 -0.64136 0.00220 -0.54423 
736802.988905,0.01175 -0.00048 1.00533 -0.58038 -0.18073 0.49235 
736802.988906,0.01273 0.00135 1.00265 -0.76331 0.12415 -0.60521 
736802.988906,0.01175 -0.00085 1.00375 -0.39745 -0.11975 0.00455 
736802.988907,0.01309 -0.00048 1.00143 -0.33648 -0.18073 0.06553 
736802.988908,0.00809 0.00098 1.00546 -0.39745 -0.66853 -0.11740 
736802.988908,0.01370 0.00172 1.00436 -0.76331 -0.11975 -0.30033 
736802.988909,0.01297 -0.00073 1.00289 -0.21453 0.12415 -0.54423 
736802.98891,0.01273 -0.00121 1.00448 -0.51940 0.00220 -0.11740 
736802.98891,0.01309 0.00245 1.00338 -0.09258 0.12415 -0.17838 
736802.988911,0.01224 0.00281 1.00619 -0.64136 -0.36366 0.30943 
736802.988912,0.01541 0.00013 1.00228 -0.39745 0.00220 -0.23935 
736802.988912,0.01089 0.00086 1.00802 -0.70233 -0.54658 -0.05643 
736802.988913,0.00980 -0.00207 1.00253 -0.70233 0.36805 0.00455 
736802.988913,0.01321 0.00208 1.00265 -0.82428 -0.11975 -0.54423 
736802.988914,0.00906 -0.00085 1.00314 -0.15355 0.42903 0.18748 
736802.988915,0.01248 0.00172 1.00497 -0.94623 0.12415 -0.05643 
736802.988915,0.01321 -0.00012 1.00204 -0.64136 -0.24170 0.06553 
736802.988916,0.01199 0.00001 1.00595 -1.06819 -0.30268 0.06553 
736802.988917,0.01468 0.00013 1.00289 -0.33648 -0.36366 -0.05643 
736802.988917,0.01517 0.00049 1.00509 -0.76331 -0.30268 -0.11740 
736802.988918,0.01016 -0.00073 1.00045 -0.39745 -0.36366 0.12650 
736802.988918,0.01187 -0.00305 1.00179 -0.88526 -0.18073 0.12650 
736802.988919,0.01150 0.00013 1.00814 -0.76331 -0.24170 -0.05643 
736802.98892,0.01382 -0.00170 1.00509 -0.33648 0.24610 -0.17838 
736802.98892,0.01187 0.00172 1.00619 -0.82428 -0.18073 -0.36130 
736802.988921,0.01126 -0.00073 1.00253 -0.21453 0.00220 0.06553 
736802.988922,0.01199 -0.00012 0.99887 -0.45843 0.00220 -0.36130 
736802.988922,0.01297 -0.00012 1.00265 -0.58038 0.30708 0.37040 
736802.988923,0.01041 0.00123 1.00387 -0.94623 0.12415 0.30943 
736802.988924,0.01273 0.00049 1.00082 -0.58038 -0.60756 0.18748 
736802.988924,0.01150 -0.00097 1.00228 -0.58038 0.12415 0.49235 
736802.988925,0.01309 -0.00097 1.00045 -0.45843 0.00220 0.00455 
736802.988925,0.01309 -0.00024 0.99935 -0.58038 -0.11975 0.18748 
736802.988926,0.01346 0.00281 1.00643 -0.15355 -0.05878 0.24845 
736802.988927,0.00931 0.00098 1.00411 -0.88526 0.00220 0.06553 
736802.988927,0.00992 0.00049 0.99862 -0.27550 -0.18073 0.18748 
736802.988928,0.01395 0.00098 1.00167 -0.82428 0.18513 0.30943 
736802.988929,0.01321 -0.00073 1.00509 -0.45843 0.18513 0.18748 
736802.988929,0.01150 -0.00060 1.00192 -0.09258 0.18513 0.30943 
736802.98893,0.01248 0.00025 1.00448 -0.70233 -0.05878 0.06553 
736802.98893,0.01358 -0.00109 1.00643 0.02938 0.06317 -0.36130 
736802.988931,0.01248 0.00037 1.00265 -0.76331 0.00220 0.24845 
736802.988932,0.01016 -0.00012 1.00289 0.15133 0.24610 0.24845 
736802.988932,0.01089 0.00172 1.00424 -0.51940 -0.18073 -0.11740 
736802.988933,0.01309 -0.00268 1.00656 -0.33648 -0.05878 -0.30033 
736802.988934,0.01199 0.00245 1.00314 -0.51940 -0.48561 0.30943 
736802.988934,0.01395 0.00098 1.00387 -1.00721 -0.42463 0.24845 
736802.988935,0.01346 0.00074 0.99996 -0.33648 -0.18073 -0.05643 
736802.988935,0.01163 0.00086 1.00741 -0.88526 -0.18073 0.30943 
736802.988936,0.01102 0.00049 1.00570 -0.51940 -0.11975 -0.54423 
736802.988937,0.00882 0.00037 1.00021 -0.76331 -0.24170 0.30943 
736802.988937,0.01248 0.00172 1.00521 -0.45843 -0.18073 -0.30033 
736802.988938,0.01297 -0.00243 1.00704 -1.19014 0.30708 -0.30033 
736802.988939,0.01041 0.00037 1.00265 -0.94623 -0.36366 0.18748 
736802.988939,0.01260 0.00037 1.00302 -0.64136 0.18513 0.00455 
736802.98894,0.01114 -0.00036 1.00802 -0.64136 0.30708 -0.17838 
736802.988941,0.01297 0.00196 0.99972 -0.27550 -0.30268 0.61431 
736802.988941,0.01358 -0.00012 1.00277 -0.45843 0.91683 0.37040 
736802.988942,0.01273 0.00037 1.00302 -0.33648 -0.24170 -0.05643 
736802.988942,0.01065 0.00037 1.00228 -0.33648 -0.18073 -0.17838 
736802.988943,0.01260 0.00196 1.00216 -0.76331 -0.48561 0.00455 
736802.988944,0.01395 0.00062 1.00472 -0.88526 0.24610 0.00455 
736802.988944,0.01089 0.00379 1.00485 -0.27550 0.18513 0.00455 
736802.988945,0.01138 -0.00219 1.00192 -0.88526 0.18513 -0.30033 
736802.988946,0.01114 0.00233 1.00387 -0.70233 0.18513 0.43138 
736802.988946,0.01480 0.00294 1.00411 -0.51940 0.00220 0.30943 
736802.988947,0.01163 -0.00207 1.00485 -0.88526 0.00220 0.37040 
736802.988947,0.01480 0.00062 1.00253 -0.33648 0.24610 0.91918 
736802.988948,0.01163 0.00184 1.00228 -0.15355 0.36805 -0.36130 
736802.988949,0.01114 -0.00134 1.00521 -0.39745 -0.42463 -0.23935 
736802.988949,0.00894 -0.00024 1.00485 -0.58038 -0.11975 0.00455 
736802.98895,0.01273 -0.00109 1.00143 -0.70233 0.49000 0.12650 
736802.988951,0.01138 0.00294 0.99984 -0.27550 -0.05878 -0.23935 
736802.988951,0.01260 -0.00097 1.00692 -0.88526 -0.60756 0.49235 
736802.988952,0.01138 -0.00012 1.00533 -0.51940 -0.24170 -0.42228 
736802.988952,0.01248 -0.00060 1.00411 -0.58038 -0.11975 0.24845 
736802.988953,0.00906 0.00086 1.00326 -0.33648 -0.30268 -0.36130 
736802.988954,0.01480 -0.00182 1.00143 -0.03160 -0.05878 0.67528 
736802.988954,0.01309 0.00220 1.00729 -0.58038 -0.18073 -0.11740 
736802.988955,0.00919 0.00013 1.00558 -0.03160 0.42903 -0.30033 
736802.988956,0.01273 0.00049 1.00607 -0.15355 0.30708 0.43138 
736802.988956,0.01211 -0.00024 1.00448 0.09035 -0.11975 -0.05643 
736802.988957,0.00955 -0.00060 1.00485 -0.27550 -0.30268 0.06553 
736802.988958,0.01297 -0.00012 1.00338 -0.58038 -0.30268 0.06553 
736802.988958,0.01004 0.00025 1.00533 -0.39745 -0.05878 0.43138 
736802.988959,0.01126 0.00037 1.00533 -0.45843 0.12415 -0.30033 
736802.988959,0.01175 -0.00060 1.00436 -0.58038 0.06317 -0.36130 
736802.98896,0.01273 0.00025 1.00082 -0.45843 0.12415 -0.42228 
736802.988961,0.01431 -0.00060 1.00192 -0.45843 0.12415 -0.05643 
736802.988961,0.01578 -0.00073 1.00424 -1.00721 -0.36366 -0.05643 
736802.988962,0.01211 -0.00292 1.00326 -1.06819 0.24610 0.18748 
736802.988963,0.01346 -0.00170 1.00521 -0.64136 0.61195 0.30943 
736802.988963,0.01004 -0.00060 1.00289 0.15133 0.00220 0.24845 
736802.988964,0.01273 0.00086 1.00057 -0.70233 -0.30268 0.37040 
736802.988964,0.01187 -0.00146 1.00546 -0.21453 0.61195 0.24845 
736802.988965,0.01273 -0.00134 1.00778 -0.58038 0.00220 -0.42228 
736802.988966,0.01163 0.00074 1.00460 -0.15355 0.24610 -0.30033 
736802.988966,0.01260 -0.00024 1.00314 -0.58038 0.36805 -0.36130 
736802.988967,0.01187 -0.00024 1.00350 -0.51940 0.00220 -0.17838 
736802.988968,0.01199 -0.00048 1.00326 -0.70233 -0.18073 0.00455 
736802.988968,0.01224 0.00062 1.00485 -0.58038 -0.42463 0.00455 
736802.988969,0.01273 0.00086 1.00546 -0.33648 0.12415 0.06553 
736802.98897,0.00943 0.00013 1.00228 -0.15355 -0.11975 -0.23935 
736802.98897,0.01468 0.00013 1.00167 -0.15355 -0.36366 0.49235 
736802.988971,0.01089 0.00098 1.00314 -0.51940 0.24610 0.12650 
736802.988971,0.01053 -0.00097 1.00338 -0.03160 0.18513 0.00455 
736802.988972,0.01175 -0.00134 1.00387 -0.27550 -0.11975 0.30943 
736802.988973,0.01016 0.00172 1.00399 0.02938 0.18513 -0.17838 
736802.988973,0.01248 0.00013 1.00582 -0.94623 0.18513 0.00455 
736802.988974,0.01517 -0.00048 1.00326 -0.51940 0.24610 0.43138 
736802.988975,0.01053 -0.00256 1.00497 -0.88526 0.42903 0.24845 
736802.988975,0.00992 0.00184 1.00558 -0.33648 -0.05878 0.24845 
736802.988976,0.00906 -0.00329 1.00277 -0.09258 -0.24170 0.18748 
736802.988976,0.01419 0.00025 1.0004
